"sales_key","order_id","date_key","customer_key","product_key","order_status","quantity","unit_price","unit_cost","gross_revenue","cogs","gross_profit","allocated_discount","allocated_shipping","net_revenue","net_profit"
"3346","1866","20260902","1860","214","Cancelled","1","443.92","253.54","443.92","253.54","190.38","1.25","0.00","442.67","189.13"
"3347","1867","20260910","1635","186","Completed","1","423.31","240.26","423.31","240.26","183.05","0.00","0.00","423.31","183.05"
"3348","1868","20260530","1717","215","Completed","1","45.82","32.17","45.82","32.17","13.65","5.00","5.00","40.82","8.65"
"3349","1868","20260530","1717","182","Completed","1","336.54","258.11","336.54","258.11","78.43","5.00","5.00","331.54","73.43"
"3350","1869","20250628","1865","205","Completed","1","77.40","52.92","77.40","52.92","24.48","7.50","3.00","69.90","16.98"
"3351","1869","20250628","1865","188","Completed","1","147.11","98.96","147.11","98.96","48.15","7.50","3.00","139.61","40.65"
"3352","1870","20260616","1890","197","Completed","2","49.20","27.84","98.40","55.68","42.72","10.00","9.99","88.40","32.72"
"3353","1871","20260314","1544","194","Completed","2","308.11","207.51","616.22","415.02","201.20","5.00","3.00","611.22","196.20"
"3354","1871","20260314","1544","212","Completed","1","97.33","68.97","97.33","68.97","28.36","5.00","3.00","92.33","23.36"
"3355","1872","20260827","1555","207","Completed","3","440.02","275.08","1320.06","825.24","494.82","0.00","0.00","1320.06","494.82"
"3356","1872","20260827","1555","220","Completed","1","97.88","74.33","97.88","74.33","23.55","0.00","0.00","97.88","23.55"
"3357","1873","20260901","1503","188","Cancelled","1","147.11","98.96","147.11","98.96","48.15","0.00","9.99","147.11","48.15"
"3358","1874","20260228","1740","220","Completed","1","97.88","74.33","97.88","74.33","23.55","15.00","0.00","82.88","8.55"
"3359","1875","20260802","1530","213","Completed","1","148.42","96.71","148.42","96.71","51.71","0.00","0.00","148.42","51.71"
"3360","1876","20260803","1642","206","Cancelled","1","140.62","81.04","140.62","81.04","59.58","15.00","5.99","125.62","44.58"
"3361","1877","20250618","1775","220","Completed","1","97.88","74.33","97.88","74.33","23.55","3.33","3.33","94.55","20.22"
"3362","1877","20250618","1775","190","Completed","1","100.47","76.85","100.47","76.85","23.62","3.33","3.33","97.14","20.29"
"3363","1877","20250618","1775","235","Completed","2","40.99","23.15","81.98","46.30","35.68","3.33","3.33","78.65","32.35"
"3364","1878","20260713","1698","234","Returned","1","172.64","112.28","172.64","112.28","60.36","0.00","0.00","172.64","60.36"
"3365","1879","20260428","1555","214","Completed","2","443.92","253.54","887.84","507.08","380.76","0.00","9.99","887.84","380.76"
"3366","1880","20260716","1839","189","Completed","3","413.12","294.37","1239.36","883.11","356.25","10.00","9.99","1229.36","346.25"
"3367","1881","20250726","1801","222","Completed","1","100.07","70.05","100.07","70.05","30.02","0.00","0.00","100.07","30.02"
"3368","1882","20250925","1862","209","Completed","2","157.08","117.89","314.16","235.78","78.38","7.50","0.00","306.66","70.88"
"3369","1882","20250925","1862","210","Completed","1","116.09","88.40","116.09","88.40","27.69","7.50","0.00","108.59","20.19"
"3370","1883","20260715","1631","227","Completed","1","220.71","129.38","220.71","129.38","91.33","5.00","9.99","215.71","86.33"
"3371","1884","20260325","1877","224","Cancelled","1","44.39","27.23","44.39","27.23","17.16","7.50","5.00","36.89","9.66"
"3372","1884","20260325","1877","220","Cancelled","1","97.88","74.33","97.88","74.33","23.55","7.50","5.00","90.38","16.05"
"3373","1885","20260214","1572","225","Returned","1","98.36","65.70","98.36","65.70","32.66","0.00","2.00","98.36","32.66"
"3374","1885","20260214","1572","209","Returned","1","157.08","117.89","157.08","117.89","39.19","0.00","2.00","157.08","39.19"
"3375","1885","20260214","1572","239","Returned","1","116.83","67.33","116.83","67.33","49.50","0.00","2.00","116.83","49.50"
"3376","1886","20251119","1618","240","Completed","1","51.43","38.16","51.43","38.16","13.27","0.00","2.00","51.43","13.27"
"3377","1886","20251119","1618","217","Completed","1","148.68","108.91","148.68","108.91","39.77","0.00","2.00","148.68","39.77"
"3378","1886","20251119","1618","185","Completed","2","121.63","79.08","243.26","158.16","85.10","0.00","2.00","243.26","85.10"
"3379","1887","20260727","1543","214","Returned","3","443.92","253.54","1331.76","760.62","571.14","0.00","2.00","1331.76","571.14"
"3380","1887","20260727","1543","196","Returned","1","65.17","42.83","65.17","42.83","22.34","0.00","2.00","65.17","22.34"
"3381","1887","20260727","1543","210","Returned","1","116.09","88.40","116.09","88.40","27.69","0.00","2.00","116.09","27.69"
"3382","1888","20250812","1845","217","Completed","1","148.68","108.91","148.68","108.91","39.77","5.00","9.99","143.68","34.77"
"3383","1889","20260817","1723","226","Cancelled","1","155.18","87.63","155.18","87.63","67.55","10.00","9.99","145.18","57.55"
"3384","1890","20250726","1823","226","Completed","1","155.18","87.63","155.18","87.63","67.55","15.00","5.99","140.18","52.55"
"3385","1891","20251211","1655","214","Cancelled","1","443.92","253.54","443.92","253.54","190.38","0.00","5.99","443.92","190.38"
"3386","1892","20260816","1795","235","Completed","2","40.99","23.15","81.98","46.30","35.68","0.00","9.99","81.98","35.68"
"3387","1893","20251031","1861","211","Returned","1","412.95","299.35","412.95","299.35","113.60","0.00","0.00","412.95","113.60"
"3388","1894","20260729","1654","212","Returned","1","97.33","68.97","97.33","68.97","28.36","5.00","0.00","92.33","23.36"
"3389","1894","20260729","1654","225","Returned","1","98.36","65.70","98.36","65.70","32.66","5.00","0.00","93.36","27.66"
"3390","1894","20260729","1654","240","Returned","1","51.43","38.16","51.43","38.16","13.27","5.00","0.00","46.43","8.27"
"3391","1895","20260728","1922","219","Cancelled","1","272.42","159.43","272.42","159.43","112.99","0.00","9.99","272.42","112.99"
"3392","1896","20251110","1833","209","Cancelled","1","157.08","117.89","157.08","117.89","39.19","0.00","5.00","157.08","39.19"
"3393","1896","20251110","1833","224","Cancelled","2","44.39","27.23","88.78","54.46","34.32","0.00","5.00","88.78","34.32"
"3394","1897","20260916","1850","182","Cancelled","1","336.54","258.11","336.54","258.11","78.43","0.00","0.00","336.54","78.43"
"3395","1897","20260916","1850","188","Cancelled","1","147.11","98.96","147.11","98.96","48.15","0.00","0.00","147.11","48.15"
"3396","1897","20260916","1850","190","Cancelled","1","100.47","76.85","100.47","76.85","23.62","0.00","0.00","100.47","23.62"
"3397","1898","20260812","1766","186","Returned","1","423.31","240.26","423.31","240.26","183.05","7.50","3.00","415.81","175.55"
"3398","1898","20260812","1766","237","Returned","2","155.89","96.42","311.78","192.84","118.94","7.50","3.00","304.28","111.44"
"3399","1899","20260113","1536","216","Completed","2","315.71","189.79","631.42","379.58","251.84","0.00","5.00","631.42","251.84"
"3400","1899","20260113","1536","212","Completed","1","97.33","68.97","97.33","68.97","28.36","0.00","5.00","97.33","28.36"
"3401","1900","20260601","1717","192","Completed","1","170.10","125.07","170.10","125.07","45.03","0.00","3.00","170.10","45.03"
"3402","1900","20260601","1717","181","Completed","1","101.22","64.39","101.22","64.39","36.83","0.00","3.00","101.22","36.83"
"3403","1901","20260122","1995","195","Completed","1","249.99","156.58","249.99","156.58","93.41","0.00","0.00","249.99","93.41"
"3404","1902","20260905","1503","196","Completed","2","65.17","42.83","130.34","85.66","44.68","2.50","5.00","127.84","42.18"
"3405","1902","20260905","1503","240","Completed","1","51.43","38.16","51.43","38.16","13.27","2.50","5.00","48.93","10.77"
"3406","1903","20260212","1716","231","Completed","1","111.88","80.39","111.88","80.39","31.49","0.00","0.00","111.88","31.49"
"3407","1904","20251013","1657","217","Completed","2","148.68","108.91","297.36","217.82","79.54","10.00","9.99","287.36","69.54"
"3408","1905","20260814","1821","188","Cancelled","1","147.11","98.96","147.11","98.96","48.15","10.00","9.99","137.11","38.15"
"3409","1906","20260724","1837","205","Completed","1","77.40","52.92","77.40","52.92","24.48","0.00","0.00","77.40","24.48"
"3410","1907","20260628","1589","223","Cancelled","2","80.76","46.98","161.52","93.96","67.56","3.33","0.00","158.19","64.23"
"3411","1907","20260628","1589","196","Cancelled","2","65.17","42.83","130.34","85.66","44.68","3.33","0.00","127.01","41.35"
"3412","1907","20260628","1589","190","Cancelled","1","100.47","76.85","100.47","76.85","23.62","3.33","0.00","97.14","20.29"
"3413","1908","20251123","1840","229","Completed","2","328.53","211.34","657.06","422.68","234.38","1.67","0.00","655.39","232.71"
"3414","1908","20251123","1840","208","Completed","2","270.85","183.28","541.70","366.56","175.14","1.67","0.00","540.03","173.47"
"3415","1908","20251123","1840","183","Completed","1","60.67","34.80","60.67","34.80","25.87","1.67","0.00","59.00","24.20"
"3416","1909","20260814","1712","227","Completed","1","220.71","129.38","220.71","129.38","91.33","5.00","3.00","215.71","86.33"
"3417","1909","20260814","1712","230","Completed","1","94.90","67.25","94.90","67.25","27.65","5.00","3.00","89.90","22.65"
"3418","1910","20260809","1790","181","Completed","1","101.22","64.39","101.22","64.39","36.83","0.00","3.00","101.22","36.83"
"3419","1910","20260809","1790","194","Completed","1","308.11","207.51","308.11","207.51","100.60","0.00","3.00","308.11","100.60"
"3420","1911","20250405","1845","221","Completed","1","211.10","133.66","211.10","133.66","77.44","0.00","0.00","211.10","77.44"
"3421","1912","20260402","1568","181","Completed","2","101.22","64.39","202.44","128.78","73.66","0.00","9.99","202.44","73.66"
"3422","1913","20260915","1890","195","Completed","1","249.99","156.58","249.99","156.58","93.41","7.50","5.00","242.49","85.91"
"3423","1913","20260915","1890","192","Completed","1","170.10","125.07","170.10","125.07","45.03","7.50","5.00","162.60","37.53"
"3424","1914","20250430","1707","226","Cancelled","1","155.18","87.63","155.18","87.63","67.55","0.00","5.00","155.18","67.55"
"3425","1914","20250430","1707","215","Cancelled","2","45.82","32.17","91.64","64.34","27.30","0.00","5.00","91.64","27.30"
"3426","1915","20260516","1516","238","Completed","1","192.21","117.17","192.21","117.17","75.04","2.50","5.00","189.71","72.54"
"3427","1915","20260516","1516","199","Completed","1","154.93","112.90","154.93","112.90","42.03","2.50","5.00","152.43","39.53"
"3428","1916","20251205","1983","227","Completed","1","220.71","129.38","220.71","129.38","91.33","15.00","0.00","205.71","76.33"
"3429","1917","20260613","1677","189","Returned","1","413.12","294.37","413.12","294.37","118.75","0.00","5.99","413.12","118.75"
"3430","1918","20260810","1784","234","Completed","2","172.64","112.28","345.28","224.56","120.72","15.00","5.99","330.28","105.72"
"3431","1919","20260531","1841","183","Completed","2","60.67","34.80","121.34","69.60","51.74","15.00","5.99","106.34","36.74"
"3432","1920","20260630","1809","201","Completed","1","183.21","138.22","183.21","138.22","44.99","1.25","0.00","181.96","43.74"
"3433","1920","20260630","1809","240","Completed","1","51.43","38.16","51.43","38.16","13.27","1.25","0.00","50.18","12.02"
"3434","1920","20260630","1809","196","Completed","2","65.17","42.83","130.34","85.66","44.68","1.25","0.00","129.09","43.43"
"3435","1920","20260630","1809","227","Completed","1","220.71","129.38","220.71","129.38","91.33","1.25","0.00","219.46","90.08"
"3436","1921","20260816","1990","226","Cancelled","2","155.18","87.63","310.36","175.26","135.10","0.00","0.00","310.36","135.10"
"3437","1921","20260816","1990","202","Cancelled","1","148.28","83.26","148.28","83.26","65.02","0.00","0.00","148.28","65.02"
"3438","1921","20260816","1990","240","Cancelled","1","51.43","38.16","51.43","38.16","13.27","0.00","0.00","51.43","13.27"
"3439","1922","20260605","1927","229","Completed","1","328.53","211.34","328.53","211.34","117.19","10.00","0.00","318.53","107.19"
"3440","1923","20260609","1576","195","Completed","1","249.99","156.58","249.99","156.58","93.41","0.00","0.00","249.99","93.41"
"3441","1923","20260609","1576","238","Completed","2","192.21","117.17","384.42","234.34","150.08","0.00","0.00","384.42","150.08"
"3442","1923","20260609","1576","208","Completed","1","270.85","183.28","270.85","183.28","87.57","0.00","0.00","270.85","87.57"
"3443","1924","20260815","1944","232","Completed","3","292.00","192.97","876.00","578.91","297.09","0.00","9.99","876.00","297.09"
"3444","1925","20260709","1739","181","Returned","1","101.22","64.39","101.22","64.39","36.83","10.00","5.99","91.22","26.83"
"3445","1926","20260116","1637","240","Returned","1","51.43","38.16","51.43","38.16","13.27","0.00","0.00","51.43","13.27"
"3446","1927","20260820","1533","225","Completed","2","98.36","65.70","196.72","131.40","65.32","7.50","5.00","189.22","57.82"
"3447","1927","20260820","1533","193","Completed","2","232.94","146.33","465.88","292.66","173.22","7.50","5.00","458.38","165.72"
"3448","1928","20260816","1765","222","Completed","1","100.07","70.05","100.07","70.05","30.02","10.00","9.99","90.07","20.02"
"3449","1929","20260626","1510","220","Completed","1","97.88","74.33","97.88","74.33","23.55","0.00","0.00","97.88","23.55"
"3450","1929","20260626","1510","239","Completed","1","116.83","67.33","116.83","67.33","49.50","0.00","0.00","116.83","49.50"
"3451","1930","20260515","1684","194","Completed","1","308.11","207.51","308.11","207.51","100.60","5.00","5.99","303.11","95.60"
"3452","1931","20260528","1667","212","Returned","2","97.33","68.97","194.66","137.94","56.72","0.00","0.00","194.66","56.72"
"3453","1931","20260528","1667","229","Returned","2","328.53","211.34","657.06","422.68","234.38","0.00","0.00","657.06","234.38"
"3454","1932","20260828","1708","184","Cancelled","1","93.32","65.41","93.32","65.41","27.91","0.00","0.00","93.32","27.91"
"3455","1932","20260828","1708","208","Cancelled","2","270.85","183.28","541.70","366.56","175.14","0.00","0.00","541.70","175.14"
"3456","1933","20260919","1957","189","Cancelled","1","413.12","294.37","413.12","294.37","118.75","0.00","0.00","413.12","118.75"
"3457","1934","20260813","1875","214","Returned","1","443.92","253.54","443.92","253.54","190.38","2.50","0.00","441.42","187.88"
"3458","1934","20260813","1875","182","Returned","1","336.54","258.11","336.54","258.11","78.43","2.50","0.00","334.04","75.93"
"3459","1935","20250418","1811","211","Cancelled","1","412.95","299.35","412.95","299.35","113.60","0.00","2.00","412.95","113.60"
"3460","1935","20250418","1811","201","Cancelled","1","183.21","138.22","183.21","138.22","44.99","0.00","2.00","183.21","44.99"
"3461","1935","20250418","1811","196","Cancelled","2","65.17","42.83","130.34","85.66","44.68","0.00","2.00","130.34","44.68"
"3462","1936","20260822","1860","200","Completed","1","212.44","119.33","212.44","119.33","93.11","15.00","9.99","197.44","78.11"
"3463","1937","20260228","1893","210","Completed","1","116.09","88.40","116.09","88.40","27.69","10.00","9.99","106.09","17.69"
"3464","1938","20260502","1642","231","Completed","1","111.88","80.39","111.88","80.39","31.49","2.50","0.00","109.38","28.99"
"3465","1938","20260502","1642","232","Completed","1","292.00","192.97","292.00","192.97","99.03","2.50","0.00","289.50","96.53"
"3466","1939","20250519","1857","238","Cancelled","1","192.21","117.17","192.21","117.17","75.04","3.33","0.00","188.88","71.71"
"3467","1939","20250519","1857","231","Cancelled","1","111.88","80.39","111.88","80.39","31.49","3.33","0.00","108.55","28.16"
"3468","1939","20250519","1857","186","Cancelled","2","423.31","240.26","846.62","480.52","366.10","3.33","0.00","843.29","362.77"
"3469","1940","20250916","1639","183","Completed","1","60.67","34.80","60.67","34.80","25.87","3.33","2.00","57.34","22.54"
"3470","1940","20250916","1639","209","Completed","1","157.08","117.89","157.08","117.89","39.19","3.33","2.00","153.75","35.86"
"3471","1940","20250916","1639","188","Completed","2","147.11","98.96","294.22","197.92","96.30","3.33","2.00","290.89","92.97"
"3472","1941","20260921","1596","223","Completed","1","80.76","46.98","80.76","46.98","33.78","7.50","3.00","73.26","26.28"
"3473","1941","20260921","1596","195","Completed","1","249.99","156.58","249.99","156.58","93.41","7.50","3.00","242.49","85.91"
"3474","1942","20260728","1999","195","Cancelled","1","249.99","156.58","249.99","156.58","93.41","5.00","0.00","244.99","88.41"
"3475","1942","20260728","1999","233","Cancelled","1","100.29","55.86","100.29","55.86","44.43","5.00","0.00","95.29","39.43"
"3476","1943","20260604","1812","219","Cancelled","1","272.42","159.43","272.42","159.43","112.99","2.50","3.00","269.92","110.49"
"3477","1943","20260604","1812","220","Cancelled","2","97.88","74.33","195.76","148.66","47.10","2.50","3.00","193.26","44.60"
"3478","1944","20260508","1661","232","Returned","1","292.00","192.97","292.00","192.97","99.03","0.00","5.00","292.00","99.03"
"3479","1944","20260508","1661","199","Returned","1","154.93","112.90","154.93","112.90","42.03","0.00","5.00","154.93","42.03"
"3480","1945","20260202","1918","186","Completed","2","423.31","240.26","846.62","480.52","366.10","0.00","0.00","846.62","366.10"
"3481","1946","20260701","1538","205","Completed","1","77.40","52.92","77.40","52.92","24.48","0.00","0.00","77.40","24.48"
"3482","1947","20260621","1650","182","Cancelled","1","336.54","258.11","336.54","258.11","78.43","5.00","0.00","331.54","73.43"
"3483","1947","20260621","1650","194","Cancelled","1","308.11","207.51","308.11","207.51","100.60","5.00","0.00","303.11","95.60"
"3484","1947","20260621","1650","188","Cancelled","1","147.11","98.96","147.11","98.96","48.15","5.00","0.00","142.11","43.15"
"3485","1948","20260824","1752","225","Completed","1","98.36","65.70","98.36","65.70","32.66","0.00","0.00","98.36","32.66"
"3486","1949","20251022","1721","199","Cancelled","1","154.93","112.90","154.93","112.90","42.03","5.00","9.99","149.93","37.03"
"3487","1950","20260829","1510","208","Returned","1","270.85","183.28","270.85","183.28","87.57","0.00","0.00","270.85","87.57"
"3488","1951","20260518","1884","217","Completed","2","148.68","108.91","297.36","217.82","79.54","0.00","9.99","297.36","79.54"
"3489","1952","20250711","1691","223","Completed","2","80.76","46.98","161.52","93.96","67.56","0.00","5.00","161.52","67.56"
"3490","1952","20250711","1691","201","Completed","1","183.21","138.22","183.21","138.22","44.99","0.00","5.00","183.21","44.99"
"3491","1953","20260827","1976","192","Returned","1","170.10","125.07","170.10","125.07","45.03","1.67","0.00","168.43","43.36"
"3492","1953","20260827","1976","203","Returned","1","55.41","37.95","55.41","37.95","17.46","1.67","0.00","53.74","15.79"
"3493","1953","20260827","1976","219","Returned","1","272.42","159.43","272.42","159.43","112.99","1.67","0.00","270.75","111.32"
"3494","1954","20260718","1795","199","Completed","1","154.93","112.90","154.93","112.90","42.03","0.00","9.99","154.93","42.03"
"3495","1955","20260303","1847","218","Returned","1","195.26","111.40","195.26","111.40","83.86","0.00","9.99","195.26","83.86"
"3496","1956","20260817","1732","223","Completed","1","80.76","46.98","80.76","46.98","33.78","0.00","2.00","80.76","33.78"
"3497","1956","20260817","1732","191","Completed","1","45.75","27.33","45.75","27.33","18.42","0.00","2.00","45.75","18.42"
"3498","1956","20260817","1732","240","Completed","1","51.43","38.16","51.43","38.16","13.27","0.00","2.00","51.43","13.27"
"3499","1957","20250927","1661","184","Completed","2","93.32","65.41","186.64","130.82","55.82","0.00","5.99","186.64","55.82"
"3500","1958","20260216","1703","199","Cancelled","1","154.93","112.90","154.93","112.90","42.03","1.67","3.33","153.26","40.36"
"3501","1958","20260216","1703","208","Cancelled","1","270.85","183.28","270.85","183.28","87.57","1.67","3.33","269.18","85.90"
"3502","1958","20260216","1703","181","Cancelled","2","101.22","64.39","202.44","128.78","73.66","1.67","3.33","200.77","71.99"
"3503","1959","20250321","1682","240","Cancelled","1","51.43","38.16","51.43","38.16","13.27","0.00","9.99","51.43","13.27"
"3504","1960","20250727","1756","221","Cancelled","1","211.10","133.66","211.10","133.66","77.44","0.00","0.00","211.10","77.44"
"3505","1961","20251109","1812","183","Returned","1","60.67","34.80","60.67","34.80","25.87","0.00","0.00","60.67","25.87"
"3506","1961","20251109","1812","233","Returned","2","100.29","55.86","200.58","111.72","88.86","0.00","0.00","200.58","88.86"
"3507","1962","20260305","1629","217","Completed","2","148.68","108.91","297.36","217.82","79.54","5.00","9.99","292.36","74.54"
"3508","1963","20250604","1550","196","Completed","1","65.17","42.83","65.17","42.83","22.34","3.33","3.33","61.84","19.01"
"3509","1963","20250604","1550","214","Completed","2","443.92","253.54","887.84","507.08","380.76","3.33","3.33","884.51","377.43"
"3510","1963","20250604","1550","209","Completed","1","157.08","117.89","157.08","117.89","39.19","3.33","3.33","153.75","35.86"
"3511","1964","20260919","1940","229","Completed","1","328.53","211.34","328.53","211.34","117.19","5.00","5.99","323.53","112.19"
"3512","1965","20260608","1722","230","Returned","1","94.90","67.25","94.90","67.25","27.65","0.00","2.00","94.90","27.65"
"3513","1965","20260608","1722","226","Returned","1","155.18","87.63","155.18","87.63","67.55","0.00","2.00","155.18","67.55"
"3514","1965","20260608","1722","201","Returned","1","183.21","138.22","183.21","138.22","44.99","0.00","2.00","183.21","44.99"
"3515","1966","20260604","1552","191","Completed","1","45.75","27.33","45.75","27.33","18.42","5.00","9.99","40.75","13.42"
"3516","1967","20260506","1507","212","Completed","1","97.33","68.97","97.33","68.97","28.36","0.00","3.00","97.33","28.36"
"3517","1967","20260506","1507","191","Completed","2","45.75","27.33","91.50","54.66","36.84","0.00","3.00","91.50","36.84"
"3518","1968","20251109","1856","204","Completed","1","186.71","108.43","186.71","108.43","78.28","3.75","0.00","182.96","74.53"
"3519","1968","20251109","1856","205","Completed","1","77.40","52.92","77.40","52.92","24.48","3.75","0.00","73.65","20.73"
"3520","1968","20251109","1856","215","Completed","1","45.82","32.17","45.82","32.17","13.65","3.75","0.00","42.07","9.90"
"3521","1968","20251109","1856","216","Completed","3","315.71","189.79","947.13","569.37","377.76","3.75","0.00","943.38","374.01"
"3522","1969","20260502","1629","218","Cancelled","1","195.26","111.40","195.26","111.40","83.86","5.00","3.00","190.26","78.86"
"3523","1969","20260502","1629","229","Cancelled","1","328.53","211.34","328.53","211.34","117.19","5.00","3.00","323.53","112.19"
"3524","1970","20260611","1759","211","Completed","2","412.95","299.35","825.90","598.70","227.20","0.00","2.50","825.90","227.20"
"3525","1970","20260611","1759","223","Completed","1","80.76","46.98","80.76","46.98","33.78","0.00","2.50","80.76","33.78"
"3526","1970","20260611","1759","222","Completed","1","100.07","70.05","100.07","70.05","30.02","0.00","2.50","100.07","30.02"
"3527","1970","20260611","1759","201","Completed","2","183.21","138.22","366.42","276.44","89.98","0.00","2.50","366.42","89.98"
"3528","1971","20260623","1634","233","Completed","2","100.29","55.86","200.58","111.72","88.86","1.67","0.00","198.91","87.19"
"3529","1971","20260623","1634","237","Completed","1","155.89","96.42","155.89","96.42","59.47","1.67","0.00","154.22","57.80"
"3530","1971","20260623","1634","186","Completed","1","423.31","240.26","423.31","240.26","183.05","1.67","0.00","421.64","181.38"
"3531","1972","20250912","1862","221","Completed","1","211.10","133.66","211.10","133.66","77.44","0.00","0.00","211.10","77.44"
"3532","1973","20260122","1709","199","Cancelled","2","154.93","112.90","309.86","225.80","84.06","5.00","0.00","304.86","79.06"
"3533","1974","20251205","1959","185","Returned","1","121.63","79.08","121.63","79.08","42.55","0.00","2.00","121.63","42.55"
"3534","1974","20251205","1959","207","Returned","1","440.02","275.08","440.02","275.08","164.94","0.00","2.00","440.02","164.94"
"3535","1974","20251205","1959","217","Returned","1","148.68","108.91","148.68","108.91","39.77","0.00","2.00","148.68","39.77"
"3536","1975","20260528","1809","221","Completed","1","211.10","133.66","211.10","133.66","77.44","5.00","2.00","206.10","72.44"
"3537","1975","20260528","1809","195","Completed","1","249.99","156.58","249.99","156.58","93.41","5.00","2.00","244.99","88.41"
"3538","1975","20260528","1809","236","Completed","3","335.82","190.06","1007.46","570.18","437.28","5.00","2.00","1002.46","432.28"
"3539","1976","20260107","1634","213","Cancelled","2","148.42","96.71","296.84","193.42","103.42","1.67","2.00","295.17","101.75"
"3540","1976","20260107","1634","211","Cancelled","1","412.95","299.35","412.95","299.35","113.60","1.67","2.00","411.28","111.93"
"3541","1976","20260107","1634","205","Cancelled","1","77.40","52.92","77.40","52.92","24.48","1.67","2.00","75.73","22.81"
"3542","1977","20260426","1641","207","Returned","1","440.02","275.08","440.02","275.08","164.94","0.00","3.00","440.02","164.94"
"3543","1977","20260426","1641","212","Returned","1","97.33","68.97","97.33","68.97","28.36","0.00","3.00","97.33","28.36"
"3544","1978","20250711","1894","222","Cancelled","1","100.07","70.05","100.07","70.05","30.02","0.00","0.00","100.07","30.02"
"3545","1979","20260524","1664","229","Completed","2","328.53","211.34","657.06","422.68","234.38","0.00","3.00","657.06","234.38"
"3546","1979","20260524","1664","182","Completed","2","336.54","258.11","673.08","516.22","156.86","0.00","3.00","673.08","156.86"
"3547","1980","20251025","1798","230","Completed","2","94.90","67.25","189.80","134.50","55.30","0.00","3.00","189.80","55.30"
"3548","1980","20251025","1798","220","Completed","2","97.88","74.33","195.76","148.66","47.10","0.00","3.00","195.76","47.10"
"3549","1981","20260820","1751","217","Completed","2","148.68","108.91","297.36","217.82","79.54","7.50","3.00","289.86","72.04"
"3550","1981","20260820","1751","224","Completed","1","44.39","27.23","44.39","27.23","17.16","7.50","3.00","36.89","9.66"
"3551","1982","20260816","1596","210","Completed","2","116.09","88.40","232.18","176.80","55.38","5.00","0.00","227.18","50.38"
"3552","1983","20260825","1772","219","Completed","1","272.42","159.43","272.42","159.43","112.99","0.00","0.00","272.42","112.99"
"3553","1983","20260825","1772","220","Completed","1","97.88","74.33","97.88","74.33","23.55","0.00","0.00","97.88","23.55"
"3554","1984","20260817","1914","235","Returned","2","40.99","23.15","81.98","46.30","35.68","0.00","5.00","81.98","35.68"
"3555","1984","20260817","1914","182","Returned","1","336.54","258.11","336.54","258.11","78.43","0.00","5.00","336.54","78.43"
"3556","1985","20260509","1540","194","Returned","1","308.11","207.51","308.11","207.51","100.60","5.00","3.00","303.11","95.60"
"3557","1985","20260509","1540","192","Returned","1","170.10","125.07","170.10","125.07","45.03","5.00","3.00","165.10","40.03"
"3558","1986","20260721","1541","185","Completed","1","121.63","79.08","121.63","79.08","42.55","0.00","2.00","121.63","42.55"
"3559","1986","20260721","1541","192","Completed","2","170.10","125.07","340.20","250.14","90.06","0.00","2.00","340.20","90.06"
"3560","1986","20260721","1541","214","Completed","1","443.92","253.54","443.92","253.54","190.38","0.00","2.00","443.92","190.38"
"3561","1987","20260922","1703","238","Completed","1","192.21","117.17","192.21","117.17","75.04","5.00","0.00","187.21","70.04"
"3562","1988","20260215","1683","201","Completed","1","183.21","138.22","183.21","138.22","44.99","15.00","5.99","168.21","29.99"
"3563","1989","20260912","1589","224","Completed","2","44.39","27.23","88.78","54.46","34.32","0.00","9.99","88.78","34.32"
"3564","1990","20260217","1836","229","Completed","2","328.53","211.34","657.06","422.68","234.38","5.00","5.00","652.06","229.38"
"3565","1990","20260217","1836","224","Completed","1","44.39","27.23","44.39","27.23","17.16","5.00","5.00","39.39","12.16"
"3566","1991","20260720","1698","192","Completed","1","170.10","125.07","170.10","125.07","45.03","7.50","3.00","162.60","37.53"
"3567","1991","20260720","1698","206","Completed","3","140.62","81.04","421.86","243.12","178.74","7.50","3.00","414.36","171.24"
"3568","1992","20260918","1905","238","Completed","1","192.21","117.17","192.21","117.17","75.04","5.00","3.00","187.21","70.04"
"3569","1992","20260918","1905","195","Completed","2","249.99","156.58","499.98","313.16","186.82","5.00","3.00","494.98","181.82"
"3570","1993","20251213","1659","233","Completed","1","100.29","55.86","100.29","55.86","44.43","0.00","9.99","100.29","44.43"
"3571","1994","20260414","1948","235","Completed","2","40.99","23.15","81.98","46.30","35.68","0.00","5.99","81.98","35.68"
"3572","1995","20250825","1824","224","Returned","1","44.39","27.23","44.39","27.23","17.16","10.00","0.00","34.39","7.16"
"3573","1996","20260728","1812","234","Completed","1","172.64","112.28","172.64","112.28","60.36","10.00","9.99","162.64","50.36"
"3574","1997","20260814","1974","193","Returned","1","232.94","146.33","232.94","146.33","86.61","0.00","3.00","232.94","86.61"
"3575","1997","20260814","1974","212","Returned","1","97.33","68.97","97.33","68.97","28.36","0.00","3.00","97.33","28.36"
"3576","1998","20260621","1551","214","Completed","1","443.92","253.54","443.92","253.54","190.38","10.00","9.99","433.92","180.38"
"3577","1999","20260620","1966","183","Completed","1","60.67","34.80","60.67","34.80","25.87","0.00","0.00","60.67","25.87"
"3578","1999","20260620","1966","201","Completed","1","183.21","138.22","183.21","138.22","44.99","0.00","0.00","183.21","44.99"
